Row ID,Segment,WC,Analytic,Clout,Authentic,Tone,WPS,BigWords,Dic,Linguistic,function,pronoun,ppron,i,we,you,shehe,they,ipron,det,article,number,prep,auxverb,adverb,conj,negate,verb,adj,quantity,Drives,affiliation,achieve,power,Cognition,allnone,cogproc,insight,cause,discrep,tentat,certitude,differ,memory,Affect,tone_pos,tone_neg,emotion,emo_pos,emo_neg,emo_anx,emo_anger,emo_sad,swear,Social,socbehav,prosocial,polite,conflict,moral,comm,socrefs,family,friend,female,male,Culture,politic,ethnicity,tech,Lifestyle,leisure,home,work,money,relig,Physical,health,illness,wellness,mental,substances,sexual,food,death,need,want,acquire,lack,fulfill,fatigue,reward,risk,curiosity,allure,Perception,attention,motion,space,visual,auditory,feeling,time,focuspast,focuspresent,focusfuture,Conversation,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,QMark,Exclam,Apostro,OtherP
145,1,4,1,99,89.39,99,2,25,75,75,50,25,0,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,25,25,0,0,0,0,0,0,0,0,25,25,0,25,25,0,0,0,0,0,25,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,0,0,25,0,0,0,0,0,0,0,25,25,25,0,0,100,0,0,0,25,25,50
146,1,6,99,40.06,1,20.23,6,0,50,16.67,16.67,0,0,0,0,0,0,0,0,0,0,33.33,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,16.67,0,0,0,0,33.33
147,1,5,99,40.06,99,20.23,2.5,20,80,80,20,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,20,40,0,0,0,0,0,20,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,40,0,0,0,20,0,0,20,0,0,0,0,0,100,0,0,0,20,0,80
148,1,16,43.4,1.71,54.55,20.23,16,31.25,81.25,68.75,56.25,6.25,0,0,0,0,0,0,6.25,18.75,12.5,0,12.5,6.25,12.5,12.5,6.25,12.5,6.25,0,0,0,0,0,18.75,0,18.75,0,6.25,0,12.5,12.5,6.25,0,0,0,0,0,0,0,0,0,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,0,0,6.25,0,0,0,6.25,0,6.25,0,0,0,0,0,0,6.25,0,6.25,0,0,0,0
149,1,26,83.25,81.78,11.63,99,13,26.92,88.46,73.08,57.69,11.54,3.85,0,3.85,0,0,0,7.69,7.69,0,0,23.08,7.69,3.85,3.85,0,19.23,3.85,7.69,7.69,7.69,0,0,15.38,7.69,7.69,0,0,0,7.69,0,0,0,11.54,11.54,0,11.54,11.54,0,0,0,0,0,11.54,7.69,0,0,0,0,3.85,3.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,11.54,3.85,3.85,3.85,0,0,0,3.85,0,0,0,0,0,0,0,0,19.23,3.85,0,0,0,0,15.38
150,1,29,28.28,78.45,7.91,20.23,14.5,24.14,89.66,65.52,48.28,13.79,6.9,3.45,0,3.45,0,0,6.9,13.79,6.9,0,6.9,10.34,6.9,3.45,3.45,20.69,6.9,6.9,0,0,0,0,10.34,0,10.34,6.9,0,3.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.79,3.45,0,0,0,0,0,10.34,0,0,0,0,0,0,0,0,13.79,0,0,10.34,6.9,0,0,0,0,0,0,0,0,0,0,0,3.45,6.9,0,0,0,0,0,0,6.9,3.45,0,0,3.45,0,0,0,0,0,10.34,0,0,0,0,0,0,17.24,6.9,3.45,0,0,6.9,0
151,1,29,28.28,40.06,43.66,74.09,29,6.9,89.66,72.41,62.07,10.34,6.9,3.45,3.45,0,0,0,3.45,6.9,6.9,0,17.24,10.34,13.79,13.79,0,10.34,6.9,3.45,3.45,3.45,0,0,13.79,0,13.79,0,0,3.45,3.45,0,3.45,0,3.45,3.45,0,3.45,3.45,0,0,0,0,0,3.45,0,0,0,0,0,0,3.45,0,0,0,0,0,0,0,0,17.24,0,0,3.45,17.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.45,0,3.45,6.9,0,0,6.9,0,0,0,6.9,0,3.45,6.9,0,0,0,0,0,10.34,3.45,3.45,0,0,0,3.45
152,1,16,43.4,99,1,20.23,16,25,75,31.25,18.75,12.5,6.25,0,0,6.25,0,0,6.25,6.25,0,12.5,0,6.25,0,0,0,12.5,0,0,0,0,0,0,12.5,0,12.5,0,0,6.25,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,25,0,0,25,12.5,0,0,0,0,0,0,0,0,0,0,6.25,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,6.25,6.25,0,0,6.25,0,31.25,0,6.25,0,0,0,25
153,1,22,58.76,1.08,95.15,86.79,22,13.64,90.91,63.64,50,9.09,4.55,4.55,0,0,0,0,4.55,13.64,13.64,0,9.09,0,13.64,9.09,4.55,9.09,4.55,4.55,0,0,0,0,27.27,0,27.27,0,4.55,0,4.55,0,13.64,4.55,4.55,4.55,0,0,0,0,0,0,0,0,9.09,0,0,0,0,0,0,9.09,0,0,0,0,0,0,0,0,9.09,0,0,9.09,4.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.64,0,0,0,0,0,0,0,9.09,0,0,4.55,0,0,0,0,0,18.18,13.64,4.55,0,0,0,0
154,1,41,48.44,40.06,26.35,58.42,20.5,21.95,95.12,70.73,56.1,9.76,0,0,0,0,0,0,9.76,9.76,7.32,2.44,12.2,14.63,4.88,7.32,0,24.39,4.88,0,0,0,0,0,21.95,0,21.95,0,9.76,4.88,2.44,0,2.44,0,2.44,2.44,0,0,0,0,0,0,0,0,9.76,2.44,2.44,0,0,0,0,2.44,0,0,0,0,2.44,2.44,0,0,7.32,0,0,4.88,2.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.63,7.32,0,2.44,4.88,0,0,0,9.76,4.88,2.44,2.44,0,0,0,0,0,7.32,2.44,2.44,0,0,0,2.44
155,1,39,96.67,26.18,81.58,60.52,39,17.95,84.62,58.97,43.59,2.56,2.56,2.56,0,0,0,0,0,12.82,12.82,0,12.82,10.26,0,5.13,0,15.38,5.13,5.13,2.56,2.56,0,0,0,0,0,0,0,0,0,0,0,0,2.56,2.56,0,2.56,2.56,0,0,0,0,0,5.13,5.13,0,0,0,0,2.56,0,0,0,0,0,0,0,0,0,15.38,0,0,7.69,12.82,0,2.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.56,0,2.56,2.56,0,0,2.56,0,0,0,17.95,0,2.56,2.56,0,0,0,0,0,15.38,0,2.56,0,0,0,12.82
156,1,35,1,40.06,63.35,20.23,17.5,14.29,94.29,91.43,71.43,22.86,14.29,5.71,5.71,2.86,0,0,8.57,11.43,2.86,0,11.43,20,11.43,14.29,2.86,28.57,5.71,11.43,8.57,8.57,0,0,25.71,0,25.71,0,0,5.71,14.29,0,8.57,0,0,0,0,0,0,0,0,0,0,0,8.57,0,0,0,0,0,0,8.57,0,0,0,0,0,0,0,0,2.86,0,0,2.86,0,0,0,0,0,0,0,0,0,0,0,0,5.71,2.86,5.71,0,0,0,0,0,5.71,8.57,0,0,8.57,0,0,0,2.86,0,14.29,5.71,0,0,0,0,0,25.71,5.71,0,0,0,8.57,11.43
157,1,15,22.17,77.41,99,97.84,7.5,6.67,86.67,66.67,40,13.33,13.33,6.67,0,6.67,0,0,0,6.67,6.67,0,6.67,20,0,6.67,0,20,20,6.67,6.67,0,6.67,0,6.67,0,6.67,0,0,0,6.67,0,6.67,0,6.67,6.67,0,6.67,6.67,0,0,0,0,0,13.33,6.67,0,6.67,0,0,0,13.33,0,0,6.67,0,0,0,0,0,6.67,0,0,6.67,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,6.67,6.67,0,0,0,0,0,40,13.33,13.33,0,0,13.33,0
158,1,16,89.52,1,99,20.23,16,18.75,75,56.25,56.25,6.25,6.25,0,0,6.25,0,0,0,12.5,6.25,0,18.75,6.25,6.25,6.25,0,12.5,6.25,0,0,0,0,0,37.5,0,37.5,0,0,0,6.25,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,0,0,6.25,0,0,0,0,0,6.25,0,0,0,0,0,0,31.25,12.5,0,6.25,0,0,12.5
159,1,12,10.19,99,1,20.23,12,8.33,91.67,83.33,75,25,16.67,0,8.33,8.33,0,0,8.33,16.67,8.33,0,8.33,16.67,8.33,0,0,25,0,8.33,8.33,8.33,0,0,33.33,8.33,25,8.33,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,0,16.67,0,0,0,0,0,0,0,0,8.33,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,0,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,8.33,8.33,0,0,0
160,1,20,3.8,15.75,98.38,20.23,20,5,90,80,65,25,20,15,0,5,0,0,5,5,5,0,10,10,10,10,0,25,0,0,0,0,0,0,20,0,20,5,0,10,5,0,5,0,0,0,0,0,0,0,0,0,0,0,10,5,0,5,0,0,0,10,0,0,5,0,0,0,0,0,5,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,15,0,0,15,0,0,0,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0
161,1,73,66.45,88.34,2.05,20.23,18.25,12.33,86.3,67.12,52.05,10.96,8.22,1.37,4.11,2.74,0,0,2.74,13.7,6.85,4.11,15.07,9.59,4.11,8.22,0,16.44,6.85,6.85,5.48,4.11,0,1.37,23.29,2.74,20.55,2.74,4.11,6.85,4.11,0,4.11,0,2.74,1.37,1.37,0,0,0,0,0,0,0,15.07,5.48,0,0,0,0,1.37,8.22,0,0,0,0,1.37,0,0,1.37,2.74,0,0,2.74,1.37,0,0,0,0,0,0,0,0,0,0,1.37,0,0,0,0,0,0,0,0,5.48,4.11,1.37,0,2.74,0,0,0,2.74,0,2.74,1.37,0,0,0,0,0,27.4,8.22,8.22,1.37,0,2.74,6.85
162,1,27,75.62,40.06,99,77.5,27,3.7,96.3,77.78,55.56,18.52,7.41,3.7,3.7,0,0,0,11.11,22.22,14.81,3.7,7.41,3.7,3.7,3.7,0,18.52,7.41,7.41,7.41,3.7,0,3.7,22.22,7.41,14.81,11.11,0,0,3.7,0,3.7,0,3.7,3.7,0,0,0,0,0,0,0,0,3.7,0,0,0,0,0,0,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.41,7.41,0,3.7,7.41,0,0,0,7.41,7.41,3.7,0,0,0,0,0,0,14.81,3.7,7.41,0,0,0,3.7
163,1,4,26.1,1,99,20.23,4,0,75,50,25,25,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,25,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,1,30,59.67,22.56,63.35,99,15,20,90,76.67,56.67,13.33,6.67,0,0,0,0,6.67,6.67,20,6.67,0,16.67,0,10,13.33,0,10,13.33,0,3.33,3.33,0,0,20,0,20,3.33,0,0,6.67,0,10,0,10,10,0,3.33,3.33,0,0,0,0,0,10,3.33,0,0,0,0,0,6.67,0,0,0,0,0,0,0,0,3.33,0,0,3.33,3.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33,10,0,0,6.67,0,3.33,0,0,0,0,0,0,0,0,0,0,10,3.33,3.33,3.33,0,0,0
165,1,18,19.76,92.24,96.01,99,18,27.78,94.44,83.33,55.56,16.67,11.11,0,5.56,5.56,0,0,5.56,11.11,5.56,0,11.11,5.56,11.11,11.11,0,16.67,11.11,0,5.56,5.56,0,0,22.22,0,22.22,5.56,0,0,11.11,0,11.11,0,11.11,11.11,0,0,0,0,0,0,0,0,16.67,5.56,0,0,0,5.56,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.56,0,0,0,5.56,0,0,5.56,11.11,0,0,5.56,0,5.56,0,5.56,0,11.11,0,5.56,0,5.56,0,0,16.67,0,11.11,0,0,5.56,0
166,1,30,1,40.06,19.26,72.45,15,10,90,80,73.33,26.67,16.67,6.67,0,10,0,0,10,13.33,0,0,10,16.67,6.67,10,6.67,26.67,0,6.67,3.33,3.33,0,0,13.33,0,13.33,0,3.33,3.33,0,0,6.67,0,3.33,3.33,0,0,0,0,0,0,0,0,16.67,6.67,0,3.33,0,0,0,10,0,0,0,0,0,0,0,0,3.33,0,0,3.33,0,0,0,0,0,0,0,0,0,0,0,6.67,3.33,0,0,0,0,0,0,0,3.33,3.33,0,0,3.33,0,0,0,0,3.33,10,6.67,0,0,0,0,0,23.33,6.67,3.33,0,0,6.67,6.67
167,1,153,60.44,59.51,65.14,39.24,12.75,28.76,87.58,61.44,48.37,11.76,6.54,1.96,1.31,2.61,0,0.65,5.23,14.38,5.88,5.23,11.76,6.54,3.92,7.84,0.65,15.03,4.58,3.92,3.27,1.31,1.31,0.65,11.76,0,11.76,3.92,0,2.61,2.61,0,2.61,0,1.31,1.31,0,0,0,0,0,0,0,0,10.46,5.88,2.61,1.31,0,0,2.61,4.58,0,0,0,0,0,0,0,0,8.5,0.65,0,5.88,2.61,0,1.31,0.65,0,0.65,0,0,0,0,0,0.65,0,0,0,0,0,0,2.61,0,3.92,7.19,0,0.65,5.23,0.65,0,0.65,8.5,1.96,6.54,1.96,0,0,0,0,0,20.26,6.54,2.61,1.31,0,1.96,7.84
168,1,3,89.52,40.06,1,20.23,3,33.33,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,0,33.33
169,1,5,89.52,40.06,1,99,2.5,40,60,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,40,0,20,20,0,0,0,0,0,40,40,20,20,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,20,0,80
170,1,4,1,40.06,89.39,20.23,4,0,100,100,50,25,0,0,0,0,0,0,25,25,0,0,0,25,0,0,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,0,0,25,0,0,0,25,50,0,25,0,25,0,0
171,1,20,80.96,69.2,89.39,99,10,5,90,80,65,10,10,5,0,5,0,0,0,15,10,0,20,10,15,0,0,20,5,15,5,0,0,5,0,0,0,0,0,0,0,0,0,0,10,10,0,5,5,0,0,0,0,0,15,10,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,20,0,0,20,0,0,0,0,5,5,5,0,0,0,0,0,35,20,0,0,0,5,10
172,1,6,1,40.06,39.59,20.23,6,0,66.67,66.67,66.67,16.67,0,0,0,0,0,0,16.67,0,0,0,0,33.33,16.67,0,0,33.33,0,0,0,0,0,0,16.67,0,16.67,16.67,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,0,16.67,0,0,16.67,0,0,0
173,1,15,96.08,99,63.35,20.23,7.5,13.33,93.33,66.67,53.33,13.33,13.33,0,0,13.33,0,0,0,6.67,0,0,26.67,6.67,0,0,0,20,0,0,0,0,0,0,20,0,20,6.67,6.67,0,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,13.33,0,0,0,0,0,0,13.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.67,13.33,0,0,6.67,6.67,0,0,6.67,6.67,0,0,0,0,0,0,0,20,0,0,0,6.67,0,13.33
174,1,19,22.98,70.59,99,20.23,9.5,21.05,94.74,73.68,57.89,21.05,10.53,5.26,5.26,0,0,0,10.53,15.79,5.26,5.26,10.53,10.53,10.53,0,0,21.05,0,5.26,5.26,5.26,0,0,15.79,0,15.79,5.26,0,0,0,10.53,0,0,0,0,0,0,0,0,0,0,0,0,5.26,0,0,0,0,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.53,0,0,5.26,5.26,0,0,15.79,5.26,5.26,0,5.26,0,5.26,0,0,5.26,0,0,0,5.26,0,0
175,1,9,33.38,99,1,99,4.5,22.22,66.67,55.56,33.33,11.11,11.11,0,0,11.11,0,0,0,11.11,0,0,0,11.11,0,0,0,22.22,0,11.11,0,0,0,0,11.11,0,11.11,0,0,11.11,0,0,0,0,11.11,11.11,0,11.11,11.11,0,0,0,0,0,33.33,22.22,0,0,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,11.11,0,0,55.56,0,0,11.11,0,0,44.44
176,1,117,58.64,65.26,16.81,20.23,16.71,17.95,88.03,64.96,55.56,14.53,6.84,1.71,2.56,0.85,0.85,0.85,7.69,17.09,9.4,0,11.11,11.11,1.71,5.98,0.85,17.09,2.56,2.56,10.26,4.27,1.71,4.27,16.24,0,16.24,5.13,0.85,4.27,2.56,1.71,4.27,0,0,0,0,0,0,0,0,0,0,0,17.09,7.69,1.71,0.85,0,0,2.56,7.69,0,0,0,0.85,0.85,0,0,0.85,7.69,0,0,5.98,3.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.98,5.13,0,0,5.13,0,0,0,1.71,4.27,2.56,0.85,0.85,0.85,0,0,0,20.51,7.69,5.13,0,0,1.71,5.98
177,1,36,73.36,98.75,39.59,20.23,18,13.89,88.89,72.22,61.11,11.11,8.33,0,5.56,2.78,0,0,2.78,8.33,8.33,0,19.44,8.33,13.89,2.78,0,19.44,0,0,5.56,5.56,0,0,13.89,0,13.89,5.56,2.78,5.56,2.78,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,2.78,0,0,0,0,2.78,8.33,0,0,0,0,0,0,0,0,11.11,0,0,2.78,11.11,0,0,0,0,0,0,0,0,0,0,0,0,2.78,0,0,0,0,2.78,0,5.56,8.33,0,2.78,5.56,0,0,0,8.33,2.78,0,2.78,0,0,0,0,0,5.56,0,0,2.78,0,0,2.78
178,1,8,98.55,40.06,89.39,99,8,12.5,87.5,87.5,62.5,12.5,0,0,0,0,0,0,12.5,25,12.5,0,25,0,12.5,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,12.5,0,0,0,0,0,0,0,0,12.5,12.5,12.5,12.5,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,25,0,12.5,12.5,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,12.5,0,0
179,1,3,89.52,40.06,99,99,3,0,100,66.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.67,66.67,0,33.33,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,0,0,0,33.33,0,0,0,33.33,33.33,0,0,0,66.67,0,33.33,0,33.33,0,0
180,1,17,95.53,40.06,12.44,20.23,8.5,11.76,88.24,76.47,58.82,5.88,0,0,0,0,0,0,5.88,23.53,17.65,0,17.65,5.88,17.65,0,0,17.65,5.88,0,0,0,0,0,11.76,0,11.76,0,0,0,5.88,0,5.88,0,0,0,0,0,0,0,0,0,0,0,11.76,5.88,0,0,0,0,5.88,5.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.88,0,0,0,0,0,0,0,5.88,0,0,5.88,0,0,0,0,5.88,5.88,0,0,0,0,0,0,29.41,0,5.88,5.88,5.88,0,11.76
181,1,17,1.05,73.71,12.44,20.23,5.67,11.76,88.24,82.35,76.47,29.41,11.76,5.88,0,5.88,0,0,17.65,5.88,0,5.88,11.76,17.65,5.88,5.88,0,23.53,0,5.88,0,0,0,0,11.76,0,11.76,0,5.88,0,0,5.88,0,0,0,0,0,0,0,0,0,0,0,0,5.88,0,0,0,0,0,0,5.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.88,5.88,0,0,0,5.88,0,0,5.88,17.65,5.88,0,0,0,0,0,0,23.53,5.88,0,5.88,0,0,11.76
182,1,19,67.62,70.59,8.42,99,6.33,5.26,94.74,89.47,52.63,5.26,5.26,0,5.26,0,0,0,0,10.53,5.26,0,15.79,5.26,15.79,5.26,0,21.05,15.79,5.26,5.26,5.26,0,0,26.32,10.53,15.79,5.26,5.26,0,0,0,5.26,0,15.79,15.79,0,0,0,0,0,0,0,0,15.79,10.53,5.26,5.26,0,5.26,5.26,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.26,0,5.26,5.26,5.26,0,0,26.32,15.79,10.53,0,0,0,0
183,1,37,11.45,71.32,94.68,62.77,18.5,24.32,94.59,83.78,72.97,27.03,8.11,0,2.7,5.41,0,0,18.92,21.62,2.7,0,16.22,13.51,2.7,2.7,5.41,18.92,5.41,5.41,5.41,2.7,2.7,0,27.03,8.11,18.92,10.81,5.41,2.7,0,0,5.41,0,2.7,2.7,0,0,0,0,0,0,0,0,10.81,2.7,0,0,0,0,2.7,8.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.11,5.41,0,2.7,5.41,0,0,0,5.41,5.41,8.11,0,0,0,0,0,0,18.92,2.7,5.41,2.7,0,2.7,5.41
184,1,13,99,40.06,81.58,99,13,7.69,69.23,53.85,38.46,0,0,0,0,0,0,0,0,7.69,7.69,0,30.77,0,0,0,0,0,7.69,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,7.69,0,7.69,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,7.69,0,0,7.69,0,0,0,15.38,0,0,0,0,0,0,0,0,7.69,0,0,7.69,0,0,0
185,1,5,99,40.06,99,20.23,5,40,80,20,20,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,20,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,20,0,0,20,0,0,0
186,1,56,7.34,98.42,8.95,98.65,18.67,14.29,96.43,76.79,62.5,23.21,12.5,1.79,5.36,5.36,0,0,10.71,12.5,3.57,0,12.5,12.5,8.93,7.14,0,23.21,3.57,3.57,5.36,5.36,0,0,17.86,1.79,16.07,1.79,0,5.36,3.57,0,3.57,1.79,7.14,7.14,0,3.57,3.57,0,0,0,0,0,16.07,5.36,1.79,1.79,0,0,3.57,10.71,0,0,0,0,1.79,0,0,1.79,8.93,0,0,5.36,5.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.71,8.93,1.79,1.79,3.57,1.79,0,0,3.57,1.79,5.36,1.79,0,0,0,0,0,16.07,3.57,3.57,0,0,1.79,7.14
187,1,101,43.21,34.42,98.84,50.64,16.83,12.87,86.14,78.22,59.41,13.86,8.91,2.97,2.97,2.97,0,0,4.95,11.88,9.9,0,13.86,11.88,5.94,8.91,1.98,20.79,9.9,3.96,4.95,3.96,0.99,0,16.83,0.99,15.84,2.97,0,3.96,3.96,0,7.92,0,1.98,1.98,0,0,0,0,0,0,0,0,7.92,1.98,0,0.99,0,0,0.99,5.94,0,0,0,0,0.99,0,0,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.97,0.99,0.99,0,0,0,0,0,0,8.91,14.85,0,1.98,11.88,0,0,0,6.93,3.96,7.92,1.98,0,0,0,0,0,16.83,5.94,2.97,0,0,5.94,1.98
188,1,14,35.59,99,72.58,98.65,14,28.57,78.57,57.14,50,7.14,7.14,0,0,7.14,0,0,0,14.29,7.14,0,14.29,7.14,21.43,7.14,0,7.14,7.14,7.14,0,0,0,0,14.29,7.14,7.14,7.14,0,0,7.14,0,0,0,7.14,7.14,0,0,0,0,0,0,0,0,28.57,14.29,0,0,0,0,14.29,14.29,0,0,0,0,7.14,0,0,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.14,7.14,0,0,7.14,0,0,0,7.14,0,7.14,0,0,0,0,0,0,35.71,7.14,0,0,0,7.14,21.43
